ID	ESA2008	ESA2009	ESA2010	ESA2011	ESA2012	ESA2013	ESA2014	ESA2015	ESA2016	ESA2017	ESA2018	ESACount	EuroGamer	GamesRadar	Guardien	IGN	MetaCritic	Polygon	TIME	CriticCount	TotalCitationsCount	DigitalGame	Year	YearInterval	Series	Mode	SpatialDimensionality	Platformscount	Protagonist	MainPC	PCTYPE	CharacterPrespective	Narrative	DigitalGameMainGenre	DigitalGameSecondaryGenre	DigitalGameThirdGenre	DigitalGameGenreOTHER	P2_B_MentalHelthRelatedContent	P2_C1_playersOpinionNegativeOpinion	P2_C2_playersOpinionNeutralOpinion	P2_C3_playersOpinionPositiveOpinion	P2_D1_scientificEvidenceNegative	P2_D2_scientificEvidenceNeutral	P2_D3_scientificEvidencePositive	P1_MentalHelthRelatedContent	P1_A1_neuroDevelopmentalDisorders	P1_A2_schizophreniaSpectrumAndOtherPsychoticDisorders	P1_A3_bipolarDisorderAndOtherRelatedDisorders	P1_A4_depressiveDisorders	P1_A5_anxietyDisorders	P1_A6_obsessiveCompulsiveDisordersAndRelatedDisorders	P1_A7_postTraumati	P1_A8_postTraumaticStressAndOtherStressRelatedDisorders	P1_A9_somaticSymptomsDisordersAndOtherRelatedDisorders	P1_A10_eatingDisorders	P1_A11_eliminationDisorders	P1_A12_sleepWakeDisorders	P1_A13_sexualDisorders	P1_A14_genderDysphoria	P1_A15_disruptiveImpulseControlAndConductDisorders	P1_A16_substanceRelatedAndAddictiveDisorders	P1_A17_neurocognitiveDisorders	P1_A18_personalityDisorders	P1_A19_paraphilicDisorders	P1_A20_otherMentalDisorders	P1_COUNTDisorders
332	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	"MORTALKOMBATX"	2015	"2015-2019"	"MortalKombat"	"3"	"3"	3	"0"	"CassieCage"	3	4	0	"Fightinging"	" "	" "	" "	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
333	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	"NBA2K16"	2015	"2015-2019"	"NBA2KBasketball"	"3"	"3"	7	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	"RiseoftheTombRaider"	2015	"2015-2019"	"TombRaider"	"1"	"3"	7	"LaraCroft"	"LaraCroft"	3	3	1	"ActionAdventure"	" "	" "	" "	1	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
335	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	1	3	"RocketLeague"	2015	"2015-2019"	"RocketLeague"	"3"	"3"	6	"0"	"0"	0	3	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	"StarWarsBattlefront"	2015	"2015-2019"	"StarWarsBattlefront"	"3"	"3"	3	"IdenVersio"	"IdenVersio"	3	3	1	"FirstPersonShooter"	"ThirdPersonShooter"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
337	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	4	5	"TheWitcher3:WildHunt"	2015	"2015-2019"	"TheWitcher3"	"1"	"3"	6	"GeraltofRivia"	"GeraltofRivia"	3	3	1	"ActionAdventure"	"RPG"	" "	" "	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
338	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	3	"TomClancy'sRainbowSix:Siege"	2015	"2015-2019"	"TomClancy's"	"3"	"3"	5	"0"	"Customizable"	2	1	1	"FirstPersonShooter"	" "	" "	" "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"Undertale"	2015	"2015-2019"	"0"	"1"	"2"	6	"Frisk"	"Frisk"	3	4	1	"RPG"	" "	" "	" "	1	0	2	4	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3
302	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Alien:Isolation"	2014	"2010-2014"	"Alien"	"1"	"3"	8	"Amanda Ripley"	"AmandaRipley"	3	1	1	"ActionAdventure"	"Survival"	" "	" "	1	0	1	4	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6
303	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	2	"CallofDuty:ADVANCEDWARFARE"	2014	"2010-2014"	"CallofDuty"	"3"	"3"	5	"JackMitchell"	"JackMitchell "	3	1	1	"FirstPersonShooter"	" "	" "	" "	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
304	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	"Destiny"	2014	"2010-2014"	"Destiny"	"3"	"3"	4	"Guardians"	"Guardians"	2	3	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
305	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"DisneyInfinity2.0-MarvelSuperHeroes"	2014	"2010-2014"	"DisneyInfinity"	"3"	"3"	9	"0"	"Aladdin"	3	3	1	"ActionAdventure"	"Sandbox"	"Toys"	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"DragonAge:Inquisition"	2014	"2010-2014"	"DragonAge"	"3"	"3"	5	"TheInquisitor"	"TheInquisitor"	3	3	1	"RPG"	" "	" "	" "	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
307	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"FarCry4"	2014	"2010-2014"	"FARCRY"	"3"	"3"	5	"AjayGhale"	"AjayGhale"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
308	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	"FIFA15"	2014	"2010-2014"	"FIFA"	"3"	"3"	6	"0"	"Footballplayers"	5	2	0	"Sports"	" "	" "	" "	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Hearthstone"	2014	"2010-2014"	"0"	"0"	"2"	4	"0"	"0"	0	0	0	"Strategy"	"Turn-Based"	"CardBattle"	" "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JUSTDANCE2015"	2014	"2010-2014"	"JustDance"	"1"	"1"	6	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MADDENNFL15"	2014	"2010-2014"	"MaddenFootball"	"3"	"3"	4	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	0	0	0	0	0	0	1	0	0	1	1	3	0	0	1	1	0	0	0	2	5	"MarioKart8"	2014	"2010-2014"	"MarioKart"	"3"	"3"	2	"Mario"	"Multiple"	3	5	0	"Racing"	" "	" "	" "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Middle-earth:ShadowofMordor"	2014	"2010-2014"	"TheLordoftheRings"	"1"	"3"	7	"Talion"	"Talion"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5
314	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	"NBA2K15"	2014	"2010-2014"	"NBA2KBasketball"	"3"	"3"	5	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Nidhogg"	2014	"2010-2014"	"Nidhogg"	"3"	"2"	4	"0"	"Theplayer"	5	3	0	"Action"	" "	" "	" "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"THELEGOMOVIEVIDEOGAME"	2014	"2010-2014"	"Lego"	"3"	"3"	10	"0"	"Multiple"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	"Threes"	2014	"2010-2014"	"0"	"1"	"2"	5	"0"	"0"	0	0	0	"Puzzle"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Titanfall"	2014	"2010-2014"	"Titanfall"	"3"	"3"	7	"0"	"Class - Titans"	2	1	0	"FirstPersonShooter"	" "	" "	" "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"WATCHDOGS"	2014	"2010-2014"	"WATCHDOGS"	"3"	"3"	6	"AidenPearce"	"AidenPearce"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
279	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	2	3	"Assasin'sCreedIV:BlackFlag"	2013	"2010-2014"	"Assasin'sCreed"	"3"	"3"	7	"EdwardKenway"	"EdwardKenway"	3	3	1	"ActionAdventure"	"Stealth"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	8
280	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Batman:ArkhamOrigins"	2013	"2010-2014"	"Batman:Arkham"	"3"	"3"	4	"Batman"	"Batman"	3	3	1	"ActionAdventure"	" "	" "	" "	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	14
281	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"Battlefield4"	2013	"2010-2014"	"Battlefield"	"3"	"3"	5	"Sgt.Daniel\"Reck\"Recker"	"Sgt.Daniel\"Reck\"Recker"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
282	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	"BioShockInfinite"	2013	"2010-2014"	"BioShock"	"1"	"3"	5	"BookerDeWitt"	"BookerDeWitt"	3	1	1	"ActionAdventure"	"FirstPersonShooter"	" "	" "	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	16
283	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Brothers:ATaleofTwoSons"	2013	"2010-2014"	"0"	"3"	"3"	0	"Naia"	"NaiaandNaiee"	3	3	1	"ActionAdventure"	" "	" "	" "	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
284	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"CallofDuty:GHOSTS"	2013	"2010-2014"	"CallofDuty"	"3"	"3"	6	"LoganWalker"	"LoganWalker"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
285	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"DisneyInfinity"	2013	"2010-2014"	"DisneyInfinity"	"3"	"3"	12	"0"	"Multiple"	3	3	1	"ActionAdventure"	"Sandbox"	"Toys"	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	3	"Dota2"	2013	"2010-2014"	"Dota"	"2"	"2"	3	"0"	"Multiple"	2	3	0	"Strategy"	"Multiplayeronlinebattlearena"	" "	" "	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
287	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"FiFa14"	2013	"2010-2014"	"FIFA"	"3"	"3"	11	"0"	"Footballplayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	"GONEHOME"	2013	"2010-2014"	"0"	"1"	"2"	7	"SamanthaGreenbriar"	"KatieGreenbriar"	3	1	1	"Adventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
289	0	0	0	0	0	1	1	1	1	1	1	6	0	1	1	1	1	1	0	5	11	"GrandTheftAutoV"	2013	"2010-2014"	"GrandTheftAuto"	"3"	"3"	7	"FranklinClinton"	"FranklinClinton"	3	5	1	"ActionAdventure"	" "	" "	" "	1	0	1	4	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	10
290	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Injustice:goDSamongUS"	2013	"2010-2014"	"Injustice"	"3"	"3"	8	"0"	"Multiple"	3	4	0	"Fightinging"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
291	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JUStDance2014"	2013	"2010-2014"	"JustDance"	"3"	"1"	4	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"LegoMarvelSuperHeroes"	2013	"2010-2014"	"LEGOMarvel"	"3"	"3"	12	"0"	"Multiple"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MaddenNFL25"	2013	"2010-2014"	"MaddenFootball"	"3"	"3"	6	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	3	"Nba2K14"	2013	"2010-2014"	"NBA2KBasketball"	"3"	"3"	7	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	"Papers,Please"	2013	"2010-2014"	"0"	"1"	"2"	5	"Inspector"	"Inspector"	3	1	1	"Puzzle"	"Simulation"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	7
296	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	"poKemonX"	2013	"2010-2014"	"Pokemon"	"3"	"1"	1	"Calem"	"Customizable"	3	5	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	"poKemony"	2013	"2010-2014"	"Pokemon"	"3"	"1"	1	"Calem"	"Customizable"	3	5	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"SKylandersSwapForce"	2013	"2010-2014"	"Skylanders"	"3"	"3"	7	"0"	"Skylanders"	3	3	1	"RPG"	"Platform"	"Toys"	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	4	5	"TheLastofUs"	2013	"2010-2014"	"TheLastofUs"	"3"	"3"	2	"JoelMiller"	"JoelMiller"	3	3	1	"ActionAdventure"	"Survival"	" "	" "	1	0	3	4	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	15
300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"TowerFallAscension"	2013	"2010-2014"	"Towerfall"	"3"	"3"	9	"0"	"Multiple (4)"	2	4	1	"Action"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"XCOM:EnemyWithin"	2013	"2010-2014"	"X-COM"	"3"	"3"	7	"0"	"Customizable"	2	3	1	"Strategy"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
257	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"AnimalCrossing:NewLeaf"	2012	"2010-2014"	"AnimalCrossing"	"2"	"3"	1	"0"	"Customizable"	1	3	0	"Simulation"	"VirtualLife"	" "	" "	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Assasin'sCreedIII"	2012	"2010-2014"	"Assasin'sCreed"	"3"	"3"	7	"ConnorKenway"	"ConnorKenway"	3	3	1	"ActionAdventure"	"Stealth"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	8
259	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	"Borderlands2"	2012	"2010-2014"	"Borderlands"	"3"	"3"	5	"0"	"AxtontheCommando"	3	1	1	"ActionAdventure"	"FirstPersonShooter"	"RPG"	" "	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
260	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"CallofDuty:BLACKOPSII"	2012	"2010-2014"	"CallofDuty"	"3"	"3"	4	"0"	"AlexMason"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"Dishonored"	2012	"2010-2014"	"Dishonored"	"1"	"3"	5	"CorvoAttano"	"CorvoAttano"	3	1	1	"ActionAdventure"	"Stealth"	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	9
262	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"FIFASOCCER13"	2012	"2010-2014"	"FIFA"	"3"	"3"	6	"0"	"Multiple"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"FireEmblemAwakening"	2012	"2010-2014"	"FireEmblem"	"3"	"3"	1	"0"	"Customizable"	1	5	1	"Strategy"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	"ForzaHorizon"	2012	"2010-2014"	"Forza"	"3"	"3"	1	"0"	"0"	0	3	0	"Racing"	" "	" "	" "	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	"GuildWars2"	2012	"2010-2014"	"GuildWars"	"0"	"3"	2	"0"	"Customizable"	1	3	1	"MMORPG"	" "	" "	" "	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"HALO4"	2012	"2010-2014"	"Halo"	"3"	"3"	3	"MasterChiefSPARTAN-II"	"MasterChiefSPARTAN-II"	3	1	1	"FirstPersonShooter"	" "	" "	" "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"HotlineMiami"	2012	"2010-2014"	"HotlineMiami"	"0"	"2"	11	"Jacket"	"Jacket"	3	3	1	"ActionAdventure"	" "	" "	" "	1	0	2	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	10
268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	"JetGrindRadio"	2012	"2010-2014"	"JetGrindRadio"	"1"	"1"	8	"Beat"	"Beat"	3	3	1	"Action"	"Platform"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	4	4	"Journey"	2012	"2010-2014"	"0"	"3"	"3"	3	"TheTraveler"	"TheTraveler"	3	3	1	"Adventure"	" "	" "	" "	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JUSTDANCE4"	2012	"2010-2014"	"JustDance"	"3"	"1"	4	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"LegoBatman2:DCSuperHeroes"	2012	"2010-2014"	"Batman"	"3"	"3"	12	"0"	"Multiple"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
272	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MADDENNFL13"	2012	"2010-2014"	"MaddenFootball"	"3"	"3"	6	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MassEffect3"	2012	"2010-2014"	"MassEffect"	"3"	"3"	4	"Commander Shepard"	"CommanderShepard"	1	3	1	"Action"	"RPG"	"ThirdPersonShooter"	" "	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
274	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	"NBA2K13"	2012	"2010-2014"	"NBA2KBasketball"	"3"	"3"	8	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"NCAAFOOTBALL13"	2012	"2010-2014"	"NCAAFootball"	"3"	"3"	2	"0"	"NBAPlayers"	5	2	0	"Sports"	"Simulation"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"NEWSUPERMARIOBROS.2"	2012	"2010-2014"	"NEWSUPERMARIOBROS"	"3"	"1"	1	"Mario"	"Mario"	3	4	1	"Platform"	" "	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
277	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Skylanders:Giants"	2012	"2010-2014"	"Skylanders"	"3"	"3"	5	"0"	"Skylanders"	3	3	1	"RPG"	"Platform"	"Toys"	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"TheWalkingDead:SeasonOne"	2012	"2010-2014"	"TheWalkingDead"	"1"	"3"	13	"LeeEverett"	"LeeEverett"	3	3	1	"Adventure"	" "	" "	" "	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	13
